,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
6099741,3,,True,"07 20, 2017",AALBS2HPW6KBD,B01HJFFHTC,,Mischele,"Great for listening to music via Bluetooth... I can hear phone calls OK, but callers can't hear me very well (echo)... As far as using the buttons to answer a call or hang up - forget it... Extremely bad integration, I tried on HTC M8 and HTC M10 phones... I'll keep it because it's great when I am PARKED and TALKING on the phone which I would suggest to ALL distracted drivers out there !",Great BASIC unit for the price.,1500508800,
6099742,1,,True,"06 23, 2017",A24CFK31TZ0F5J,B01HJFFHTC,,Robert,Waste of money........,One Star,1498176000,
6099743,3,,True,"04 4, 2017",A2N3ISF7A9U0UZ,B01HJFFHTC,,atenleggedninja,Stopped working after 6 months.,Three Stars,1491264000,
6099744,5,,True,"02 9, 2017",A1BZPVWOS4GDVL,B01HJFFHTC,,Manny,Works great. Easy sync with phone. Convenient magnetized mount with adhesive backing makes for easy removal when not in use. Little to no distortion when actually using with phone or playing music. Would definitely buy again.,Great Product and Well Worth Price,1486598400,
6099745,4,,True,"02 9, 2017",AT1XSCNUDKTS1,B01HJFFHTC,,govsux,worked very well no problems,Four Stars,1486598400,
6099746,5,,True,"02 3, 2017",A36HXT852VFAHR,B01HJFFHTC,,David Harper,Worked great but tape to secure magnetic base failed. A bit of silicone solved that issue,Five Stars,1486080000,
6099747,3,,True,"01 29, 2017",A36N0EGNP3JKZO,B01HJFFHTC,,D. Subba,"Best FM transmitter, Bluetooth audio is the best, loud and clear. Just died after months of use, but will buy one again since nothing else matches the quality of this product.
Update 02/16/2017
The second unit I ordered is extremely noisy and sensitive, sending it back. Seller is unresponsive so taking back two stars from original review.",Dead but still in love,1485648000,
6099748,3,,True,"01 25, 2017",AFHS1HQO93SSH,B01HJFFHTC,,FJ,"staticky during silence part of songs. Decent MP3 player, no fast forward, no random play. Only able to skip to next/previous song. unless you are using bluetooth with other mp3 players.",staticky during silence part of songs. Decent MP3 player ...,1485302400,
6099749,4,3,True,"01 7, 2017",A1HN6ELWJ53Y6Q,B01HJFFHTC,,y2says,"I bought this one after returning another brand that looks just like this.  The other one would cut in and out.  My friend bought this one and he said it works fine for him.  This one works better and like any other FM transmitter, there will always be some kind of static.  Don't expect to be the best of quality.  For the money, it's well worth it and people can hear me quite well when I'm talking to them.",Works Well,1483747200,
6099750,5,,True,"01 5, 2017",A33E1SZF56NUPY,B01HJFFHTC,,Chris M.,"Good sound, and good microphone.",Five Stars,1483574400,
6099751,5,,True,"12 19, 2016",A3NLPSEJ9IKRQN,B01HJFFHTC,,RonC,"Works great!  Though not well promoted, this device also has an internal MP3 player - via a microSD card slot.",Also has internal MP3 player!,1482105600,
6099752,4,,True,"12 8, 2016",A1PCIFSMGCT1PM,B01HJFFHTC,,Rhyph,"I bought this a couple weeks ago and held off doing a review right away to give it some time in use.  I recently purchased a new to me 2002 S500, which has no aux input, and all stock command radio system w/tape, cd changer, nav, etc.  I wanted to get music via bluetooth to the stock radio foremost, and as I was looking over various products, many also have phone call integration of some sorts like this does but I was skeptical.  Since I'm not brave enough to pull apart the dash to put in a hard wired unit yet, I wanted to give something simple in design a try.

So far my expectations have been somewhat exceeded.  The audio quality on calls, which I considered to be a bonus to my primary reason for purchasing this, is surprisingly excellent.  I've made numerous calls over the past two weeks and when I ask people about how I sound, they tell me great!  I basically sound as-if I'm talking directly on the phone (an iPhone 7).  Music plays over bluetooth and also sounds really good, I mostly run iHeart Radio or stuff from my direct playlists.

The only issue I've had is with intermittent radio interference in the form of a little static or hiss here and there.  I'm not sure there is much I can do to prevent it, being in the extremely radio band saturated area of metro Atlanta.  I've tried different positions, high and low, front and back within the confines that the cord will reach, but I've not found a better place.  With the very compact design of this device, I can't imagine they can pack a big transmitter and antenna in to it, but it does very well for it's size in my opinion.  What I have found really helps with the design of this, is the ease of switching stations on the fly.  I normally have found running on something like 88.1 stays extremely clear in my area (NE Atlanta suburbs) until I drive to the south side of the city.  I then have to switch to something like 88.3 and all is well again.  Since this is very easy to do by holding the button for a couple seconds, I don't really have to take my eyes off the road and I'm ok with this.

Over all, a decent little bluetooth transmitter with reasonable sound quality and surprisingly good hands free calling capability.  Since it stopped just short of knocking my socks off, I'm -1 star for the interference but maybe my expectations are a bit too high.  I wouldn't be afraid of buying another.",So far pretty decent!,1481155200,
6099753,4,,True,"12 5, 2016",AOTD6008GFERX,B01HJFFHTC,,Melvin Edgerley,seems to work ok,Four Stars,1480896000,
6099754,5,,True,"11 26, 2016",A1AQ46LHRC0Z16,B01HJFFHTC,,Keith S.,Awesome. Quick and easy setup and long enough cord. Would highly recommond,Five Stars,1480118400,
6099755,4,3,True,"11 5, 2016",A3609IMPDU6U45,B01HJFFHTC,,CyberSOFT Creative,"I bought this for my daughters 04 Sante fe. It does not, obviously, have bluetooth capability. The audio is good. I can hear her pretty well while she is driving. And she likes that she does not have to burn CD after CD. Overall, a great investment. The device connects quickly to her phone. The audible beeps thru the car stereo signals it is connected. A nice touch. The built in USB charger seems to be a quick charger. Added quite a bit of battery life to my phone even on our recent short trip.
If you ask me, I say buy it and enjoy.",Great for my daughter's older car,1478304000,
6099756,5,,True,"11 3, 2016",A228DVFEOJA6GW,B01HJFFHTC,,Daniel Velez Caicedo,"Fits the purpose perfectly. Good reception between it and the radio, clear sound.",Good Product,1478131200,
6099757,4,,True,"10 27, 2016",A3MBH292EL642Q,B01HJFFHTC,,Jerry Ault,wouldn't work in my vehicle..,Four Stars,1477526400,
6099758,5,,True,"10 25, 2016",A3N9CPBQTUHWXP,B01HJFFHTC,,DANIEL PINAL,100% RECOMENDADO,Five Stars,1477353600,
6099759,4,2,True,"10 15, 2016",A2DHOPUG6DGENE,B01HJFFHTC,,Brittany ,It works very well as an fm transmitter.  The sound is loud and the bluetooth capability is great.  The only complaint would be with the hands free calling.  A lot of time people can't here me well if I use it for that.,The sound is loud and the bluetooth capability is great. The only complaint would be with the hands ...,1476489600,
6099760,1,,True,"10 4, 2016",A3V9IYH3EP30OM,B01HJFFHTC,,Scott,"I don't think I would recommend buying this product. Everything works as expected with this device except for one thing: I can't hear anything! I've tried everything and this is not an issue with my phone. I have 6 Bluetooth devices, and none of the others have this issue. I've even downloaded an app that specifically sets the Bluetooth volume, and even with setting all of them to maximum, I still cannot hear anything with this device. The sound output is just too low. I will have to look for another device.",Volume too low,1475539200,
6099761,4,,False,"09 26, 2016",A28IW0YZ2E4NFF,B01HJFFHTC,,ronald nathaniel,Works better then I thought very pleased,Four Stars,1474848000,
6099762,1,,True,"09 20, 2016",AZX3490A8FTXR,B01HJFFHTC,,Tien D. Bui,"Did not work. Did not turn on at all in any of my cars. Seller made a few recommends such as ""try again"" and stopped responding. Had to file a claim to get my money back.",Did not work. Poor seller response,1474329600,
6099763,5,,True,"07 5, 2016",A1KF9S8YDZHEYU,B01HJCN1EI,,Gadfly,It's a USB cable and it works. Not much to say.,Five Stars,1467676800,
6099764,5,,True,"01 20, 2017",A3NMTOPYJTFFKT,B01HJCN1EI,,Linda Kay Roach,perfect for a spare,Five Stars,1484870400,
6099765,4,,True,"01 7, 2017",AR3YZ9Y8FRFJP,B01HJCN1EI,,donald williams,Ok,Four Stars,1483747200,
6099766,1,,True,"01 1, 2017",A2E0RDMJJL9BQS,B01HJCN1EI,,Sharalen,"Return expired on December 25 ,2016 and today 1 week later it died.",One Star,1483228800,
6099767,5,2,True,"12 10, 2016",A2KYBNUIF5OVN8,B01HJCN1EI,,Carrin,"I love this cable! I use my Kindle more than my computer these days, but so much so that the battery runs down very fast. The cable that comes with Kindles are not powerful enough to charge while the Kindlle is being used. This cable charges while I am using my Kindle, and even after several
hours of use, my battery is still at 100 percent. I use the heavy duty smart charger with this sturdy, powerful cable. Great little investment!",LOVING THISS CABLE!,1481328000,
6099768,4,,True,"11 29, 2016",A12C0CHZFWMMOR,B01HJCN1EI,,Chuck&#039;o&#039;luck,"Finally, a cable that actually works and lasts more than a couple of charges. This was the fourth different cable bought and it is the only one that met expectations.",Success,1480377600,
6099769,5,,True,"10 18, 2016",A33ORAQ6NYZBA,B01HJCN1EI,,yellowbeard,"Well we needed to order these right after we realized our puppy ruined our other two. ( he is teething and everything is fare game to him.).
  However we like these cables a lot, the cord is longer and it makes life a little bit ofeasier!!  And I am all for that.","By Dar, Yes we like them.",1476748800,
6099770,5,,True,"10 9, 2016",A2R7ESGDINIEQ9,B01HJCN1EI,,AJ,Love these cables. They are perfect length and work flawlessly.,Great product,1475971200,
6099771,5,,True,"10 1, 2016",A2BTHQT1LM2O0W,B01HJCN1EI,,Eugene F. Borg,I  am very  pleased with my purchase from this fine vendor,I am very pleased with my purchase from this fine,1475280000,
6099772,5,,True,"09 15, 2016",AA87XL65B9TBX,B01HJCN1EI,,Diana,"Excellent. Beautiful white cord, love it. Came quickly and packaged neatly. Would recommend.",Kindle UPS cable,1473897600,
6099773,5,,True,"09 10, 2016",AFD7G0Q57VA89,B01HJCN1EI,,anthonyo22050,"Have not used it, but it will come in handy.  It appears to be well made.  a stout cable and the ends appear attached nicely.  I expect many years worth of use out of this.",a stout cable and the ends appear attached nicely. I expect many years worth of use out ...,1473465600,
6099774,5,,True,"09 8, 2016",A3GDT7D9O69184,B01HJCN1EI,,Joni,"They are just what I wanted the longer one reaches where I want it to, and the shorter one is perfect for where I want to use it. I would recommend them.",USB cables,1473292800,
6099775,5,,True,"09 6, 2016",A2A871CAU2PP3F,B01HJCN1EI,,Joyce Mirowski,I enjoy reading on the kindle the cable i s long enough to keep the charge so I don't have stop.reading when the battery is low,very nice cable,1473120000,
6099776,5,2,True,"09 4, 2016",AQLZZDC1MUM25,B01HJCN1EI,,Mork from Ork,This is a great product.  I especially like the braided nylon cover that protects the cord from extended exposure to sunlight which can make the cord very brittle.  The length is excellent because I can plug it into a power source a few feet away and still be long enough to put it on my night stand.  I highly recommend this product,Best USB Cable I Have Ever Had,1472947200,
6099777,5,,True,"08 27, 2016",A37Z6E58F3DHZX,B01HJCN1EI,,Gaileth,"Works great, extra long cord, like the nylon.  Packed well, shipped quickly.  Good experience","Great price, nice cable",1472256000,
6099778,5,,True,"08 25, 2016",A3DDSH3IG02ESZ,B01HJCN1EI,,Volunteer,I actually bought this to charge my Kindle Fire and it works great.  I think I now have a charger for all of my electronics and hopefully won't have any more configurations anytime soon!,Works Great,1472083200,
6099779,5,,True,"08 22, 2016",A1LYZQDDYM3VKW,B01HJCN1EI,,kfb,"This works great, i needed a longer cable (this is 10') and stronger connection between the plug & wire.  This looks like it is stronger.","This works great, i needed a longer cable (this is 10') ...",1471824000,
6099780,5,6,True,"08 14, 2016",A2AWUJAT7Z6L68,B01HJCN1EI,,Luanne Serrato,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Kindle-USB-Cable-Nylon-Micro-USB-to-USB-Cable-Deego-10ft-High-Speed-USB-2-0-Cable-for-Amazon-Kindle-Fire-HD-HDX-Kindle-Paperwhite-Voyage-Oasis-Amazon-Tap/dp/B01HJCN1EI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Kindle USB Cable, Nylon Micro-USB to USB Cable, Deego 10ft High Speed USB 2.0 Cable for Amazon Kindle Fire, HD, HDX, Kindle Paperwhite, Voyage, Oasis, Amazon Tap</a>&nbsp;Works very well.  Have been using it daily to recharge Kindles.  I love these USB cables.  They come in a multitude of colors and are very durable.  I also read a review that pointed out something else that is an excellent point.  Children can choose a favorite color and if it gets lost, you know what child lost it and can stop the power cord fight before it even gets a chance to start.  It also makes it easier to know what device it goes to by picking a different color for each device.  I love them!",Great Buy!,1471132800,
6099781,5,,True,"07 23, 2016",A3VRXY1A3U8ODJ,B01HJH42KU,,Jeremy Hutchinson,"LOVE THESE CORDS!  They are strong, have a great length and charge ALL of my devices without any issues.  I bought 2 cords at wallmart that broke withing 3 months for the same price.  These cords are superior and cheaper.",LOVE THESE CORDS,1469232000,
6099782,5,24,True,"07 22, 2016",A3NVS9ETRCGJNK,B01HJH42KU,,Kat Wescott,"So far cords are doing great. Love that they actually snap in, like unlike cheaper cords you actually feel a little bit of a click as it goes in and it takes a little bit of force to take it out. Pretty finish, and as long as you use the correct usb amp for your phone (example my galaxy requires a1.5 amp at least) it charges very well without the dreaded ""your device is charging slowly use the charger that came with your phone because we're Samsung and want more of your money"" message.",Very good,1469145600,
6099783,3,,True,"07 22, 2016",A18NEB52I57LLL,B01HJH42KU,,Eric Pedersen,They don't seem to handle higher current charging properly.,Glitchy with higher currents,1469145600,
6099784,5,3,True,"12 15, 2016",A3JQRWPAQ2U5EV,B01HJH42KU,,Jonathan D.,"These cables are awesome. Super snug fitting connectors, plus they look good. Been using them for a few months now and they are still like new.",Great Cables!,1481760000,
6099785,5,3,True,"12 11, 2016",ALHRGX0X1EEMN,B01HJH42KU,,Tonywolf89,works great as intended... really good value... doesnt seem cheap even though the price is,perfect for what i needed,1481414400,
6099786,5,2,True,"12 5, 2016",A10M6FB3OTYOUC,B01HJH42KU,,CV1990,"Super long 10ft cables, great quality so far.",Five Stars,1480896000,
6099787,3,,True,"11 26, 2016",AIEY4CULBN2R0,B01HJH42KU,,Miranda D.,Only two out of the three we ordered still work. Which honestly isn't bad odds. I obviously would have preferred them all to work but at the price I cant complain too much.,Which honestly isn't bad odds. I obviously would have preferred them all ...,1480118400,
6099788,2,,False,"11 16, 2016",A3KCDBPG4FYBL8,B01HJH42KU,,Doug G.,"These worked great for about a week. Then the plug came loose on 2 out of three because they bent so easily, so they kind of had to be balanced in the port to charge. After about a month they all stopped fast charging and only slow charged. As of today 2 out of 3 don't work and the one charges so slowly that it loses charge faster than it charges. You get what you pay for I guess.","Not well made, broke after a week.",1479254400,
6099789,5,,True,"11 5, 2016",A2KJLXWJCUYKUH,B01HJH42KU,,COREYF,These all worked as they should on Note 4. Charging and data transfer,No issues,1478304000,
6099790,5,,True,"11 1, 2016",ANN8ZHU27KG5Z,B01HJH42KU,,Amazon Customer,Bought the 10 ft ones. They work and allow movement when during use. I have one ran through a maze so I can charge my phone on a table that is far from any outlets.,They work,1477958400,
6099791,5,,True,"10 25, 2016",A1WL5WFTGGDPSY,B01HJH42KU,,AJT,A++ Lightning fast shipping. Works great. Reaches from dashboard to backseat easily.,Works great. Reaches from dashboard to backseat easily,1477353600,
6099792,2,,True,"10 14, 2016",A27O8BAHKSUWTR,B01HJH42KU,,Craig,"These cables did not survive the toddler test.  The micro USB tip became loose and the small fins stopped functioning within days of use.

I have two small children, ages 3 and 6, and I choose to give them a measure of freedom and responsibility in plugging in their own tablets as needed.  Now I get that it means I'll be going through cables frequently due to none too gentle use, and I except that there are few cables that can take that kind of abuse for long.  So I'm on a mission to try as many different brands as I can until I find one that is made well enough to last. I've tried dozens already and they've lasted from a few weeks to a few months.  With my particular setup, I have the wall outlet and USB charger in a place my kids can't reach, wich requires me to snake and zip tie cables to get them to where my kids can use them.  I purchased three of these and they no longer charge properly after a couple days and having them last only a couple of days is a pain, to say the least.

If you're an adult, who will carefully and slowly plug your device in with this cable, maybe it might be a good purchase.  If you're like me, though, and will have impatient little hands using them, your best bet is to move along and try a different brand.","Parents looking for a cable for children, had best move along...",1476403200,
6099793,5,,True,"10 7, 2016",A2Z20XXPH2CUW8,B01HJH42KU,,PHiggins,"Bought these to replace some Samsung original charging cables that stopped working.  These are nice and sturdy.  You feel the snap when I plug this into my phone, which keeps the cable plugged in when the phone is in use.  These work really well with a fast charger.  When people come to my house they fight over who gets to use it when they need to charge their phone.  I sent them the link to these and now they all have them in their house.",Highly recommended,1475798400,
6099794,5,,True,"09 21, 2016",A2OA7L9C94J61F,B01HJH42KU,,Amazonian Reviewer,Great! People can't believe how long my charger is. It charges all of my mobile devices even my Xbox One and Playstation controllers!!!,"Great, long, universal tool",1474416000,
6099795,5,,True,"09 12, 2016",A2WJB8ERIHCILH,B01HJH42KU,,Frank,Very Handy! Great lengths for charging while using.,Handy,1473638400,
6099796,5,,True,"08 18, 2016",A3BJF8NN2RDHXW,B01HJH42KU,,Kat,Quick shipping. Great charging cords,Great charging,1471478400,
6099797,4,,True,"10 23, 2016",A2KQK2R5QG9FRL,B01HJH40WU,,Thomas Jones,Good product,Four Stars,1477180800,
6099798,1,,True,"10 19, 2016",A1QFM9CFEUXZK5,B01HJH40WU,,Just K,Already one broke.  Had these 3 days and first one broke already.  No option to post pic from my phone but small end halfway out of casing.,Broken,1476835200,
6099799,5,,True,"07 9, 2016",A1WEHCTDAVJ33Y,B01HJH40WU,,J. B.,"Nice cords. I've bought and thrown away dozens of brands. These are holding up, and still working.",Really good quality,1468022400,
6099800,5,,True,"07 7, 2016",A3AXPE0V81UOXO,B01HJH40WU,,coil_nine,work perfectly at a good price,Good value,1467849600,
6099801,4,,True,"12 8, 2016",A31SOBVZ05RMCA,B01HJF704M,,David J DuLany,works,Four Stars,1481155200,
6099802,5,,True,"12 6, 2016",AAUO558BKBYVY,B01HJF704M,,Ron,Plug and Play.  Works perfect.,Works perfect.,1480982400,
6099803,5,,True,"11 13, 2016",A1IC3D3KY3YZ8B,B01HJF704M,,PCFRED,Works great!,Five Stars,1478995200,
6099804,5,,True,"10 11, 2016",A3M7473GH245F9,B01HJF704M,,Hogmush,good,Five Stars,1476144000,
6099805,5,,True,"10 4, 2016",A167KI3P7XN1AM,B01HJF704M,,roman empire !,"I just got it today,10/4/2016.  it's really simple to install. it seems to be working great so far !",great !,1475539200,
6099806,5,,True,"09 27, 2016",A1MW5TA0TW43TK,B01HJF704M,,John H. Weiss,This device has performed flawlessly so far.,Seems to be great.,1474934400,
6099807,1,4,True,"09 20, 2016",A2BZJL1PSEDT5G,B01HJF704M,,Jon Henshaw,The description for this item is incorrect. The packaging does not include support for macOS/OS X. The OS doesn't detect it. There isn't a driver included and I couldn't find one online. Basically what that means is that it's not Mac compatible and ordering this is a waste of your money and time.,Mac users beware!,1474329600,['https://images-na.ssl-images-amazon.com/images/I/71uHX326FxL._SY88.jpg']
6099808,3,,True,"09 5, 2016",A10SVERCG1UIUC,B01HJF704M,,Amazon Customer,Good,Three Stars,1473033600,
6099809,1,4,True,"08 8, 2016",A39TLJAAIFTHE2,B01HJF704M,,Mark,"Hoped to replace my TP-LINK TL-WN725N with this product but its not plug-and-play, and the instructions on Mini CD are in chinese. Also be mindful of the orientation of the antenna if you still choose to purchase this. Returning for refund.",Returned,1470614400,['https://images-na.ssl-images-amazon.com/images/I/81zpvdvLmnL._SY88.jpg']
6739570,2,,True,"01 24, 2018",A3N5630QP9J06Q,B01HJCN5GC,,BookLovingGal,Only lasted about a year.,Didn't last long.,1516752000,
6739571,5,,True,"07 13, 2017",A1OOVLE2KZ6KGA,B01HJCN5GC,,Puddzee,These are very nice cables. I like the heavy woven nylon covering on these. My kitty has a harder time chewing through them. These have lasted longer than any other charging cable. I also like the long length.,Nice,1499904000,
6739572,4,,True,"10 2, 2017",A1AHM42CL4GQUA,B01HJCN5TO,,Amazon Customer,"I have not used this very long,working well",Four Stars,1506902400,
6739573,3,,False,"01 19, 2018",ADDHML236Y7WZ,B01HJDNL60,,JonnyLotto,"EDIT: because the N1 is no longer offered by Vantrue and the GPS mount is also no longer available I have dropped my review 2 stars and no longer recommend it. IT's good for what it does, but not being able to extend the capabilities means that there are newer dash cams available with better support.

Much smaller than the R2 unit, yet has many of the same capabilities, including GPS (with the optional GPS antenna mount).",Nifty dashcam that can hide behind your rearview mirror.,1516320000,
6739574,3,,False,"12 20, 2017",A3N2RW5MD9UIRZ,B01HJDNL60,,R. Campbell,"This review covers the Vantrue N1 and X2 dash cameras. I purchased both cameras and the optional GPS-equipped mounts. I have had no trouble with the N1 camera itself. The X2 was very problematic and I thought I'd never get it going. The camera griped about the formatting of the SD card (a high-quality class 10 card), even when the card was formatted by the camera. It froze, refused to turn off, emitted a loud hissing sound, etc. Contrary to what I've read here, Vantrue customer support was excellent. They replaced the camera with a new one, which worked just fine.

As others have said, the mounts have major problems sticking to the windshield. This includes the GPS-equipped mounts. Once again Vantrue's support folks came through and sent a new replacement mount, but it had the same problem staying on the glass. They finally offered to take everything back for a refund or to pay for a 3M sticky pad to attach the mount. I like the camera so I chose that route and I have had no further problems.

Pros: Decent cameras for the price, great customer support.

Cons: Unless the suction cups have been improved, the mounts are terrible. This includes the regular mounts and the GPS mounts. However, stick a sticky pad on the glass and then stick the mount to the pad and the cameras will be attached until the end of time. Not optional if you like to move the camera from car to car but you could get another mount and attach it to the other vehicle, and just move the camera itself.","Good camera, lousy suction cup on mount.",1513728000,
6739575,5,,True,"07 7, 2018",A36X6GTJ2CQY94,B01HJDR9DQ,{'Color:': ' 2PCS BT17333 Batteries'},Sabrina,Very good.,Five Stars,1530921600,
6739576,5,,True,"06 7, 2018",AFAI8GK0O6ZZG,B01HJDR9DQ,{'Color:': ' 1PCS BT17333 Battery'},JJC3,"Fits the old cordless phones just fine and works without any issues! How long will it last per charge or what is the lifetime compared to OEM? I really have no clue seeing that my phones just sit on the charging cradle for weeks with hardly any use (there primarily for 911 and screwing with telemarketers on a slow day). I typically have to replace these batteries every year or two, but each time they are from a different supplier.",Fits and works. No issues.,1528329600,
6739577,5,,True,"03 9, 2018",A1KB3JXELNI0A8,B01HJFFHTC,,Miguel Roman,Works well,Five Stars,1520553600,
6739578,3,,True,"02 16, 2018",A4NYAIT9HK2EG,B01HJFFHTC,,Scott Robins,"works well, but its a little hard to hear on my radio. Have to turn everythign to the max.",Three Stars,1518739200,
6739579,5,,True,"12 14, 2017",A2HE7TX3FE1RLE,B01HJFFHTC,,Electroronto,"Worked very well for my car that didn't have a bluetooth tranceiver!
It also has a micro SD card holder!",great format,1513209600,
6739580,5,,True,"07 25, 2017",A1OOVLE2KZ6KGA,B01HJCN1EI,,Puddzee,These are my favorite charging cords for a few reasons. The 10ft length  means they reach anywhere on the couch and recliner. I like they come in colors so everybody or item can have a dedicated cord. The heavy duty nylon braided covering makes it harder for kitty to destroy.,Worth the price.,1500940800,
6739581,1,,True,"04 4, 2017",A77K1B31UAQ29,B01HJCN1EI,,addictedtoreading,"Update....after 2 months of gentle use, cable twisted and nearly broken off at point where attached to port on phone. JUNK! AND VERY SLOW CHARGIMG!!
LOVE the long length and flexibility of this cable. May get another...worth it!",UPDATE...BREAKS AND SLOW CHARGING,1491264000,
6739582,3,,True,"07 8, 2017",A2SVXUVUAWUDK2,B01HJH42KU,,Andrew,These are okay. The connection becomes very iffy after a few uses especially if one of the ends takes a slight knock. The protective cover on the end usually falls off after a little while but doesn't effect the connectivity or functionality.,Hope this makes sense. You'd understand if you had them,1499472000,
6739583,2,,True,"05 21, 2017",A12E1JGKV0ETAB,B01HJH42KU,,John Adams,I liked the length and the product at first but they lost capability of connecting rather quickly. I think about a month and then they were already having trouble.,Lost ability to connect.,1495324800,
6739584,3,,True,"06 26, 2017",A1HKXEX8BEQC2E,B01HJH40WU,,Dasha stephens,not holding up over time :(,not holding up over time :(,1498435200,
6739585,4,,True,"03 21, 2017",A33MAQA919J2V8,B01HJH40WU,,Kurt Wurm,"These seem like quality USB cables, time will tell",Four Stars,1490054400,
6739586,4,,True,"01 9, 2017",A1AKHSCPD1BHM4,B01HJH40WU,,C.L Momof3,"Works great, love the longer cord. As with any cord you buy they don't last but these did for longer than I expected. Arrived on time and well packaged.",Nice long cord,1483920000,
6739587,5,2,True,"12 1, 2016",A2HUZO7MQAY5I2,B01HJH40WU,,michael clontz,"Ok here is an odd thing that happened to me, I clicked on a sales item that was a 3ft, 6ft and 10ft cable. What I received was 3 6ft cables. To be honest I only need a 6ft and 10ft. As far as the cables themselves, they are pretty nice. They are nylon braided and plug in tight and do not wobble like a cheap pair (that they are replacing) would do. I am disappointed still that I did not get the 10ft but I checked the receipt and it says 3 6ft so I guess I can't complain. It must have been an error in the link within Amazon.",Not the correct product as linked in the sale.,1480550400,
6739588,5,2,True,"11 29, 2016",AJJ7VX2L91X2W,B01HJH40WU,,Faith,Works well.,Five Stars,1480377600,
6739589,5,,True,"03 31, 2017",A1FGCIRPRNZWD5,B01HJF704M,,Brando,"I have it plugged into a usb extension on my gaming pc that is ideally placed in a trailer about 50 yards from the wifi router inside the house, also placed in best location. My signal strength is Excellent.
I currently get a rating of 10-11mbps rating on google speed test. I've had the speed up to 15-17mbps under better conditions.
This is just something you can expect at least and a comparison. Your provider obviously matters.",Works well enough..,1490918400,
